_id,domain_global_string,review_rating,notes,review_text,review_title,use_sentiment_label,use_theme_exists,fit_sentiment_label,fit_theme_exists,value_sentiment_label,value_theme_exists,style_sentiment_label,style_theme_exists,quality_sentiment_label,quality_theme_exists
kohls111596700,APPAREL,5,,"Fit well, look great. I were Cowboy boots all the time and the Boot Cut fit well over all my boots. Your prices are very reasonable when marked down. I'm 67 and on pension, so sales prices are great for me. i have some older Lee's and still wear them but I've lost 50 pounds and needed new jeans. Like I said, they fit and look great. Thank You for such a Great Product.",Lee Jeans are Great,,0,pos,1,pos,1,pos,1,,0
kohls111940316,APPAREL,5,,As a senior I found these jeans fit perfect and were very comfortable. Good price with rewards coupon. I’m 5’7” & they are long enough.,,,0,pos,1,pos,1,,0,,0
kohls112179090,APPAREL,5,X,"I as very skeptical about this bra because I am not young and perky, but I want comfort. This Cami delivered ... it provided minimal support, pretty much hid the nipples and was absolutely comfortable. I wear it whenever I have a casual day and don't want the stiffness of an underwire bra. I love the feminine look ... it is sort of a pretty sport bra for light workouts. A must have!",The Bra has been Reinvented!,pos,1,pos,1,,0,,0,,0
kohls113137437,APPAREL,5,,Such a cute top! Perfect for summer and can be worn with multiple bottoms to give it different looks. Nice to see a comfortable top that is not a tee shirt. [This review was collected as part of a promotion.],Adorable summer top,pos,1,pos,1,,0,pos,1,,0
kohls118667692,APPAREL,5,,This sweater is nice but so large. I usually wear a medium but had to downsize to a small. It is not as long as I looks on the model either.,Over sized,,0,neg,1,,0,,0,,0
kohls161564492,APPAREL,5,,I love the bright red color and lightness of the stretch material. They are awesome looking jeans.,My stretch jeans are a perfect fit.,,0,pos,1,,0,pos,1,pos,1
kohls24959168,APPAREL,1,,"I had a pair of the black regular length jeans but needed a tall. As they were not available black, I went with the dark denim wash. The fabric is not the same as the black. It is a much cheaper polyester-y version. One wearing and washing, and the color has already started to fade, especially between the legs. As it is really hard for me to find talls that work at all, I thought I'd wear them a few more times to see if I could like them better. Then the zipper broke without any warning whatsoever. I was glad to be wearing a long t-shirt at the time. The blue fabric is also way hotter and stickier than the black. The black jeans lasted much better, felt much more like a true denim with a little spandex forgiveness, had a better quality zipper, and never faded. I'd bought two pair and only had a chance to wear the one, but they are both going back!",Disappointed,,0,,0,,0,,0,neg,1
kohls40339625,APPAREL,5,,"I wear Hanes Alive Support Pantyhose 5 days a week under jeans and they are the best pantyhose I have found. They are very economical also and hold up well for many washings. I have varicose veins, a damaged knee, weak ankle and tightness in my thigh muscles. I have found that Hanes Alive Full support pantyhose work as well as more expensive medical support pantyhose. They look so much better too.",What a fantastic deal,pos,1,,0,pos,1,pos,1,,0
kohls40340652,APPAREL,5,,"I absolutely love the fit and feel of this wireless bra. For most of my bra life (about 50+ years) I've worn underwires but since surgery last summer I've had to turn to wireless. This Bali was my first wireless purchase, although I tried many other brands and styles. It was the only one that actually fit my shape comfortably. I have since purchased a few more in the black, dark brown and nude. I wash my bras by hand and air dry and they continue to look new after many months of service. Well worth a try and the cost.",A Fine Fit!,,0,pos,1,pos,1,,0,pos,1
kohls40361405,APPAREL,4,,"I bought the Glamorise G-1207 from JMS a couple years ago. It was a max support, no bounce bra. I. Love. Them. Unfortunately they stopped making them and now I am in the search for more. This one looks promising as it boasts ""no bounce"" but I'm a little ""iffy"" on the cami part. I also am looking some other sports bra's from Glamorise but I wanted to say that I fully recommend the brand for sports bra's.",Looks Promising,,0,,0,,0,,0,,0
kohls47379330,APPAREL,5,X,"The Hanes Alive pantyhose are comfortable, have nice support and reinforced toe. My weight is 170# and I'm glad that I purchased 1 size larger than size chart.","Quality pantyhose, plan to buy again!",,0,pos,1,pos,1,,0,,0
kohls47690262,APPAREL,5,,Soft and form fitted. Lace top is not tight but stays in place .did have so size up but bought one in every color.,my new fav,,0,,0,,0,,0,pos,1
kohls47747305,APPAREL,5,,I wear 38D typically but size up to DD on this bra. Just wore out my old one and went to store today to replace it. Hard to find a supportive bra for my size. I wear a lot of tank shirts and exercise a lot. I wear it dancing but not to the gym. I also have narrow shoulders & the bra straps do not fall down. I have had several of these bras for a year & this one started to lose material on front clasp. You need to be aware of this when it wears because it will break in time.,,pos,1,pos,1,,0,,0,neg,1
kohls48062435,APPAREL,2,X,"I bought these in Authentic Houston color. At the same time I bought Lee Kassidy jeans in a dark wash. The Kassidy fits fine. The Houston, in the same exact size fit fine when I put it on, but a half hour after you put them on they have stretched out and are hanging on your hip bones so you are constantly hiking them up. In addition the pockets are very annoying. They bunch up and start to turn themselves out, so you are frequently having to put them back in. I really like the color and the soft comfy weight of the fabric. I like the Long length, which is great for my 5 foot 8 1/2 height. The waist is just horrible, and so are the pockets. Thought about getting a smaller size but all my other slacks are the size I ordered so I am not hopeful that would fix the problem.",Too Relaxed!,,0,,0,,0,pos,1,neg,1
kohls51971532,APPAREL,5,,My only 'negative' about these jeans is the silky pockets slip out! Otherwise a perfect 10!,Great fit and great price,,0,pos,1,pos,1,,0,neg,1
kohls69945778,APPAREL,5,,"Under wires are just miserable for me yet I need the support. Also I am a difficult fit at 42B. I bought one to try and wow - I have finally found a bra I like! The straps stay up, the band is comfortable and the cups give me the best shape I have had in years. I have to say I do not like the ones I ordered in a satiny fabric because they ""pilled"" but the other microfiber fabrics are super comfy. By the way, I got both the XL and XXL, and I think for my smallish cup size the XL was a better fit.",Most comfortable bra I've ever owned!,,0,pos,1,,0,,0,pos,1
kohls79479831,APPAREL,4,,I bought this to wear to a holiday party. It's a pretty color and was comfortable. A little thinner than I wanted but still didn't have to wear a cami. Sure I will wear for years to come.,Fun Sweater,pos,1,pos,1,,0,pos,1,neg,1
kohls96330885,APPAREL,5,,I love this top! My niece looks so cute in it and it is perfect for summer! [This review was collected as part of a promotion.],So cute and tropical!,pos,1,,0,,0,pos,1,,0
kohls96927813,APPAREL,1,?X,"Total lack of ""control top"" and legs not enough support. Total waste of money.",Will never get these again,neg,1,,0,neg,1,,0,neg,1
lulu112453132,APPAREL,5,,"These pants are seriously so awesome. I was really unsure if I would actually like them, but I was near a lulu store and ran in just for these and let me tell you, it was such a good decision. They're so comfy and surprisingly flattering, the waistband is awesome too. They're good for spring weather and I love lounging around in these. I wore them during finals and to the airport too, because they're so comfy but still look pretty chic and athletic. I don't love them as much when they're rolled down and usually chose to go in public with them cuffed twice so they hit my mid to lower calf. I only have black right now but I think I'm going to need like 100 more colors. I'm 5'3 and 100 lbs and these don't make me look like I'm drowning in fabric. I wear a size 2 with the waistband tightened a little and it's awesome.",Classy sweatpants?,pos,1,pos,1, ,0,pos,1,,0
lulu162858653,APPAREL,5,?X,I love these pants so much and just wish they would come back. They were my go to pants until a whole ripped in the knee area. I was so devastated a cried lol. I would love to be able to purchase another pair and this time not ruin them!!,BEST PANTS EVER!!,,0,,0,pos,1,,0,,0
lulu163824711,APPAREL,4,X,"First of all, I still love lulu and I am very loyal to the brand. Unlike one of the other clients, I have to say that I had great experience at my local lulu store the other night. Also, keep in mind that it is a new product for them and you always have to work out the kinks. These crops fit great when I originally tried them on in a store while out of town and the educator thought they fit perfect. I am 5'8"" and 154lbs. I wear a size 6 in all lulu bottoms until recently when I had to go a size up in a different crop. Anyway, I wore them once for Orange Theory and the lightweight material was awesome because their air was not working that day. I sweat like a pig, but you could not notice the sweat on these pants. I have the navy blue. BUT, the bottom of the legs were bunching up enough that you could not see the lulu logo and they expanded in the groin/pelvic area. I took them to my local store last night. It turns out that lulu made a newer version and it is noted by more vertical reflective dots near the bottom of the crop. I bought the original pair in late May. I tried mine on and the educators could definitely see that they had lost their shape. It could have been a design flaw. I tried on a new 6 and they felt great. I tried on a new 4 and they seemed to fit a bit more snug in the calves and around the waist. The educators were wonderful and exchanged my crops for a new pair in the size 4. They stuck by the belief that they want you to be satisfied and understand that these cost a lot of money. I could not have asked for better service because I never asked for an exchange. They offered it. This is why I love lulu. Those with poor customer service should speak with management at their local store. I used to work retail and you have to make your clients happy. I am super happy with the new crops. No problems whatsoever! Keep making more colors and patterns in the Nulux, especially dark colors! I gave these a 4 only because the 1st pair lost their shape and were too large.","Every time I find a new bottom I love, I find a new pair! Love Nulux!",,0,pos,1,,0,,0, ,0
lulu164295981,APPAREL,5,x,"The reason why I think these crops are the best is due to the fact that they are not see through. I am a very curvy woman who has a problem finding bottoms that do not show my bottom. These pants also do not show my sweat stains. Another plus is these pants are comfortable, move with your body and the pockets can fit my Iphone 6 plus. The seems do not come apart after one wash.",Worth every penny,,0,pos,1,,0,,0,pos,1
lulu175842110,APPAREL,2,,"For $118 these hoodies should not have plastic zippers! Silly me, I bought two in the last month not realizing, until after I had removed the tags, that they have cheap plastic zippers! I have to say, the scuba IV (or ""light cotton fleece"" as its now called) is definitely lighter than the previous versions, its nowhere near as thick as the original. I'm 5'3"" 113lbs and I went with a size 2 which is fitted but there is enough room to layer, the overall length and sleeve length are perfect. I do like this version but it is not worth $118.",Plastic zipper. Need I say more?,,0,,0,neg,1,,0,neg,1
lulu176381456,APPAREL,3,,"I was really excited about these pants. I went into the store and was recommended them. Staff was really friendly and I fell in love with these pants when I tried them on. I have always just worn average yoga pants from target or Marshalls, but I wanted something with better quality that was not see through for when I teach. They were great for the first few months, but then the pilling on the inseam got really bad. I wear these about once, sometimes twice a week. Now the pills are started to happen on the outside sides of the pants. I am disappointed with the quality because I have heard such great things about Lululemon yoga pants which is why I spent the extra money to have a pair of good quality pants. I don't even think these would last me another year. My student has had some of her pants for 10 years and they still look brand new. I am hoping these pants were just a fluke. On the plus side,these were still the most comfortable yoga pants I've ever owned, and they're not see through, just wish they didn't pill so easily.","Overpriced for average, pills easily",,0,pos,1,neg,1,,0,neg,1
lulu178527157,APPAREL,3,,"Really liked the design of this pant! Perfect fit, cool fabric, look good with everything! However, I am disappointed that there are now holes in the seams and very rough pilling in the thighs. I took good care of these pants and loved them at first, but they didn't meet my expectations of a Lulu quality pant.","Love, but disappointed with longevity",,0,pos,1,,0,,0,neg,1
lulu178823574,APPAREL,1,X,"I bought these for $128 which is crazy expensive and i really loved these at first however, after a couple of wears, the waist band has a CRAZY amount of piling and a thread seems to be coming out of one of the pockets. I really love the fit of these and the compression but overall i am so disappointed and would not buy them for $128. It's overpriced considering the amount of pilling im encountering on this pair especially since i havent had any problems with my full length black ones.",Incredibly disappointed,,0,,0,neg,1,,0,neg,1
lulu179654132,APPAREL,1,,Went into the store and was advised to get these for my needs and was even fitted by am employee so that shouldnt be the issue. Tried them on and in store they felt GREAT! Too bad when I finally put them to use working out they rode up all the way to my knees. Tried to continue my workout but left instead because of the horrible fit. Every few minutes I had to pull them all the way down... waste of my time and money. Theyve been in my closet ever since. Very bummed these pants cant stay put because they look great and the pockets are so functional.,Rides up. Waste of Money,neg,1,neg,1,neg,1,pos,1,pos,1
lulu180399981,APPAREL,1,,"I love lulu lemon, but I am disappointed with the quality of some align pants I got recently. I bought two black pairs this past winter. One of them has held up extremely well, while the other fell apart after only a few weeks of use. I brought them to the store and sent them to be repaired because they were falling apart at the seams. They came back and looked great, however only a few days later I found a hole in the back of the same pair I sent to be fixed. I only wore them 1-2 times per week and followed the instructions on how to maintain them (cold wash, flat to dry, no fabric softener) so I was obviously upset to find a hole in the back of the one I sent off.",soooo comfy but not long lasting,,0,pos,1,,0,,0,neg,1
lulu180796002,APPAREL,3,X,"Just a heads up for those of you who care about sweat showing through. The color ""Ruby Red"" definitely shows sweat despite appearing to be darker and saturated. I was wearing a crop top and these Align crops for yoga and the sweat very clearly highlighted my nether regions. If you are bothered by this, you may want to stay away from this color.","""Ruby Red"" color definitely shows sweat",neg,1,,0,,0,,0,neg,1
lulu181187905,APPAREL,5,X,"I use these to do weight lifting and HIIT and they are amazing. I also wear them when I'm running errands or just hanging around the house. I do have short legs (I'm 5'3) so the 21 inch length goes right above my ankles. The length is perfect for me. They are high rise and cover my belly button so I feel comfortable just wearing a sports bra with these at the gym. The luxtreme is my favorite fabric out of all Lulu leggings! I've washed theses several times and I haven't experienced pilling, loose threads, etc. They also fit exactly the same as they did the first time I tried them on. I love these so much :)",Amazing!!,pos,1,,0,,0,,0,pos,1
lulu182197431,APPAREL,5,,"I bought these because a blogger was crazy over them, so I thought I’d try them out. Let me tell you, these are the BEST pants I’ve ever owned. I will never buy another pant or brand besides these. They are super soft and the longer inseam is extremely flattering. Even my husband, who is super critical about yoga pants, said these look amazing and are by far the best pants he’s ever seen me wear. They make me look slimmer and hide imperfections. These pants are like magic, I can’t stress that enough!! I love them and absolutely recommend them. They are well worth the money!",Best Pants Ever,,0, ,0,pos,1,pos,1,pos,1
lulu32871513,APPAREL,4,,"I own these in black and the adorable seaside dot in size 4 (5'4 and 120lbs) and I do really like the shorts. I love the short length since most running shorts I've worn have just bunched up between my legs and this has totally solved the problem of excess material. However they still ride up quite a bit. Running basically turns them into underwear on me and I constantly have to pull them down between my legs. It's a shame that they do that because they are flattering for most other workouts besides running. The seaside dot is surprisingly un-see-through (I noticed that the material of the shorts in the lighter colors are much thicker and more stiff than the black) for being a white-based short. If you have narrow hips I think that the riding up would be less of an issue (which is not the case with my hips). I'm content with 2 pairs, and I don't think I'll buy more. Also if you have a booty, consider sizing up, because I do and the lining doesn't stay put over my bum when I start to move, causing some very, very VPL.",Better than most run shorts,neg,1,neg,1,neg,1,pos,1,pos,1
lulu43748188,APPAREL,5,X,"So I've seen plenty of women at my CF box wearing speed shorts, and honestly most of them look pretty bad. These are SHORT shorts, so they are not going to look good on everyone. I didn't even try them on the last time I was at the lulu store b/c I was sure I'd hate them. But, I am feeling more confident in my body since I have been working very hard in the gym, so I gave them a shot. OMG LOVE!!!! These shorts are amazing. So comfortable, and perfect for crossfitting. I wore them the other day & felt awesome. The only issue I have is that I don't really like wearing them out in public, like if I want to go to the store after the wod or something. It feels a bit inappropriate for a grown woman since the inseam is 2.5"". Some of my other lulu shorts I will wear on weekends out & about when I just want to be comfy, but these will be strictly for exercising. Which is what they are for, so that's fine. I do wish there was a better color selection, as I do with most lulu products these days. Blacks, grays, neutral colors please!! I would buy a couple more pairs but I am not interested in neon shorts or light colors.",didn't expect to... but LOVE,pos,1,pos,1,,0,,0,,0
macys101923656,APPAREL,5,,"I recently purchased this sweater in Yellow. It is beautiful, what a fun bright shade. It is light and perfect for a cover or under a jacket. I have not noticed any pilling under the arms, and plan to buy many more in other colors.",Love this sweater!,,0,,0,pos,1,pos,1,pos,1
macys104641412,APPAREL,5,X,"This is a great new take on a classic style. These briefs are the same cut and fit as the classic Jockey brief, but with a new very soft material. The material is durable, yet very soft and comfortable. These are very comfortable to wear the whole day and are not to tight or binding. [This review was collected as part of a promotion.]",Great new fabric!,,0,pos,1,,0,,0,pos,1
macys109230074,APPAREL,5,,I love this sports bra! This is the first sports bra I have ever had with truly comfortable straps that don't slide everywhere when I participate in activities! The material is soft! I hope to be able to buy more in the future! The material is thick enough to be both comfortable and NOT flimsy see through material! Thank-you so very much for the opportunity to try this AMAZING bra! [This review was collected as part of a promotion.],Comfortable!!!,,0,pos,1,pos,1,,0,pos,1
macys110794591,APPAREL,5,,"I am 5'2"" and wear a Large, I ordered the Large, and fits just right. True to size. I still have room for a light sweater underneath. The length is at a little passed by hips since I'm not that tall, but it's perfect to me. The gold hardware and zipper on the coat is bright and made well. Absolutely gorgeous coat. Hope this helps.",Just What I Was Looking For,,0,pos,1,,0,pos,1,pos,1
macys116010009,APPAREL,5,X,Very comfortable high quality product that looks good. Definitely plan to buy more in the future. I have a 31-32 inch waist and the medium fits very well. Definitely recommend.,"Super comfortable, has high quality feel, and look good.",,0,pos,1,,0,pos,1,pos,1
macys126131239,APPAREL,4,,"First, big complaint you will see is the depth of the pockets. I actually agree the designers at UA with the shorter pockets in theory. That is, who honestly wants to shove their entire hand into their pockets on a hot day and go dig for a ball marker, tee or ball. Honestly, with plastic tees, you only need one the entire round. So, I totally agree with the depth for my style of play, in that I carry one ball marker, one plastic tee and a ball. This is a golf short and not a cargo short, so again I am a fan of the depth. If you carry lots of stuff and devices in your pockets, then you definitely need a different short. The fit is very good, conforming while flexible and of good quality. My only complaint, is the material used inside the pockets is not slick, which is needed for the shorter front sockets, but try getting a golf ball out of the rear pockets is impossible without completely turning the pocket inside out. The rear ""inside"" pocket material should be of slicker material and not the same material you use on the shorter front pockets.",Overall Very Good Golf Short,pos,1,pos,1,,0,,0,neg,1
macys148211552,APPAREL,5,,"Great fit, love the pull ties on the inside to make it slimmer. I'm very petite and the PXS fits perfect! Love the color and the gold hardware, love that it has a hood, and love that it has lots of pockets. Perfect spring jacket!",Love it!,pos,1,pos,1,,0,pos,1,pos,1
macys169433312,APPAREL,5,X,"It's so hard to find jeans that are high waisted for curves without looking frumpy but these fit nearly perfectly. I'm 5'2"", 135 lbs, usually a 6 petite but these ran a bit small, the 8 fit me perfectly and the 30 inch length just a bit long. On me these hit just below the belly button, clingy but comfortable through the hip and thigh then relaxed straight with room for boots at the bottom. The fabric is soft and quality and there's no overly casual and unflattering striping or other discolorations. My only complaint is the inseam is a little high, creating a little discomfort in the upper thigh area for those of us with an ample backside.",Love!,,0,pos,1,,0,,0,pos,1
macys169968499,APPAREL,1,,"I really love the looks of this sweater as well as the one with the rounded neck when these are new. The problem is the sweaters pill, or get nubby although I properly care for my sweaters. I've done everything to try to take care of them, even leaving them in the freezer and buying a razor for pilled sweaters, but doing so has been useless. If you need a pretty sweater for one occasion, purchase it, but if you'd like to wear it for one season or more, I wouldn't be too optimistic. Find a better quality sweater.",Pretty at first but poor quality,,0, ,0,neg,1,pos,1,neg,1
macys170563848,APPAREL,3,,I had overlap with this bra. Hate that...... I was measured and this was the bra that was suggested.,Meh,,0,neg,1,,0,,0,,0
macys177449978,APPAREL,5,,"I love these pants, perfect fit and very comfortable for traveling. I have them in several colors. I highly recommend them.",ALFANI'S SKINNY PANTS ARE THE BEST,pos,1,pos,1,,0,,0,,0
macys183856393,APPAREL,5,X,These are great shirts. I bought them for summer since I have the dreaded teachers arm and they are lightweight enough to wear in hot weather. The lighter colors are a bit see-through for my taste so I wear them at home. Darker colors are just fine. 1 have 4 colors now.,Nice & Comfortable,pos,1,pos,1,,0,,0,,0
macys186890123,APPAREL,4,X,"I love this romper however, the one I received has the left leg/short about 1"" longer than the right! It was pretty obvious though I loved it enough that I used safety pins to shorten the longer side... not sure if mine was simply a defective one or if anyone else has had this problem? Other than that it fits true to size and can wear off the shoulder or cover the shoulders",Cute but unequallly lengthed,,0,pos,1,,0,,0,neg,1
macys189024094,APPAREL,5,,Fits true to size! Comfy year-round wardrobe piece for crazy Texas weather!,"Love, Love❤️",pos,1,pos,1,,0,,0,,0
macys189172786,APPAREL,4,X,"Nice summer shorts with a elastic waist which is great for a no gap back.They seems to be a little short in the rise for me but after wearing a few hours they loosen up and fit better. For the price, I'm going to order more of these.. Nice casual shorts that are lightweight for summer",Nice!,pos,1,pos,1,pos,1,,0,,0
macys191408251,APPAREL,4,,"Good quality, good look, free spirit style, love it!","Free People, Free style!",,0,,0,,0,pos,1,pos,1
macys191895949,APPAREL,5,X,Light enough for summer. I like that they are looser then Yoga pants so can use them for evening.,Fits well.,pos,1,pos,1,,0,,0,,0
macys193211550,APPAREL,4,,It fitted really nice and looks durable. It was a perfect match for my 12 year old daughter.,“Nice and comfy”,,0,pos,1,,0,,0,pos,1
macys193687570,APPAREL,4,,"It doesn't look like it, but the fabric of this suit is very thin, although it keeps a good shape and durable. I'm happy I got it in a summer time!",Very nice for summer,pos,1,,0,,0,,0,neg,1
macys194207340,APPAREL,5,,"This has to be one of the most comfortable bras I have ever owned. It also gives great support and holds its shape well. It's very breathable so that makes it great for working out. It's very well made, I could wear it every day. [This review was collected as part of a promotion.]",So comfortable,pos,1,pos,1,,0,,0,pos,1
macys199619215,APPAREL,4,,I bought this top for everyday in the colder winter months and it is perfect for that. I tend to keep the funnel neck loose but you can tigthen it up if need be.,Cut for everyday,pos,1,,0,,0,,0,,0
macys199992637,APPAREL,5,,"A must have skirt, I need 2 for my wardrobe. Perfect for work, but could be worn out too. Professional, versatile. This fabric is the perfect blend of a thick, sturdy material that is soft and comfortable. Flattering on all shapes. I am 5'7 and it hits below my knee. I had been worried about the big waist band on this looking odd, but it works with my nice blouses. Highly recommend investing in this for your wardrobe it's the little black dress in skirt form. I receive compliments every time I wear it.",An investment piece for your wardrobe,pos,1,,0,,0,pos,1,pos,1
macys200039730,APPAREL,5,,"These are the best fitting, most comfortable pants my wife has ever worn or owned!!! I bought her 1 pair right before we went on vacation and I'm going right now to buy several more since she likes them. I just wish they had different colors I'd buy one of every color. She's hard to buy for, so when I find something she likes I like to let everyone know. If you haven't bought these, you need to....",Best Pants I've Ever Worn,,0,pos,1,pos,1,,0,,0
macys201247229,APPAREL,5,,"With this price is not bad to wear on Christmas Holiday, perfect fit, right size. Comfortable to wear.",Best Purchase ever,pos,1,pos,1,pos,1,,0,,0
macys201366989,APPAREL,1,,"I really wanted to love this sweater as I think it is unique, but it is cut weird!!! In the picture, the model is holding the side part which is longer than the front. However it is not on the bias on the SIDE of the sweater. The part that is shorter in length is the part of the bottom hem that is directly beneath the boobs. It is hard to explain, but it looks too weird so it went back.",VERY WEIRD!,,0, ,0,,0,neg,1,,0
macys201931791,APPAREL,5,X,"Well made. MACHINE WASHABLE -- no dry cleaning bills!! Parka does not feel overly heavy when worn, and has just enough down for true warmth to protect from elements. Outer material seems like it would be water resistant. Inside lining is quilted polyester. Hood: nicely generous, lined with cozy sherpa fur trim can be folded back to keep it out of your face, or brought forward for more protection from the elements it's also removable. Parka has nice front seams and back darts. Deep, double slash exterior pockets lay flat - one has zipper closure, the other has snap closure. Length is perfect -- covers rear end and hits a few inches above the knee. Not too long, not too short. This parka has added bonus of a figure flattering cut without being sausage-casing tight, which is so hard to find with winter coats, especially for the full-figured woman It would have been nice if this parka had at least one inside breast pocket.",WINNER! Figure Flattering Warm Washable Down Parka,pos,1,,0,,0,pos,1,pos,1
macys202548220,APPAREL,5,"?X, X",This sweater looks great with my jeans. It can also be worn with a pair of slacks for a casual work outfit.,Great value,pos,1,pos,1,,0,pos,1,,0
macys203131214,APPAREL,1,,The zipper in these jeans was broken when I opened the package. Will be returning. NOT HAPPY!,damaged on arrival,,0,,0,,0,,0,neg,1
macys205624309,APPAREL,5,,"I have been looking for a good pair of white jeans for a while. The LRL jeans have a good weight to them, which is particularly important with white denim. I also like that they have some polyester content so they won't shrink and will have better shape retention. The curvy fit was good - they accommodated my thighs and no gap at the waistband. I'm 5' 7"" and these hit one inch plus below the navel. That's a little too low for my liking, so I returned them. I've tried the blue version of these in the past and they didn't hit that low on me. So just be aware that these are now really a true mid-rise (the description is correct). Also, I want to note that I tried these in white last year and the sizing was WAY off and completely inconsistent, so I gave up. This year, the sizing was correct and was consistent between the 2 pairs I tried.",Good quality white jeans,,0,pos,1,,0,,0,pos,1
macys41978412,APPAREL,5,,"I am getting this in every color. It shapes well on the sides without binding. It is very lightweight, but surprisingly sturdy. It maintains my shape and is comfortable all day.",Best bra ever!,,0,pos,1,pos,1,,0,pos,1
macys45531559,APPAREL,1,,"I have bought at least 12 of these bras. They all have stays that break in the same place on either the right or left cup. The bra is still in very good shape, but the stays are broken.",Stays will break every time!,,0,,0,,0,,0,neg,1
macys53212368,APPAREL,5,,"Purchased the white and the black, the white arrived in 2 days but haven't seen the blk pair yet. I love the fit and the comfort is fab. The only thing is that I should have ordered a petite since they look like regular leggings on me (they come down to my ankles :>... since I'm only 5'2""#. Overall a very good buy. True fit to size #except for my fault on the length!) I'm keeping them anyway!",Comfortable capris,,0,pos,1,,0,,0,,0
macys71318993,APPAREL,4,,"I love these jeans because they are true to size, no alterations required. I like the color and they are soft & comfortable. I plan to purchase another pair in blue.",Great fit & very comfortable,,0,pos,1,pos,1,pos,1,pos,1
macys80966874,APPAREL,3,,"I love the 569 but the quality has gone down while the cost has stayed the same. Not every pair is the same. I actually have to look at the tag to see which country made them. Each country makes them a little longer or little tighter in legs. Sad, but its my fault I guess cause I keep supporting this company. For now only because I'm getting 2 pair for the price of one!",I like the 569 style.,,0,,0,pos,1,,0,neg,1
macys91447201,APPAREL,5,,I love how this bodysuit looks on my princess! The colors are nice and bright. Its really nice! [This review was collected as part of a promotion.],Love it !!!,,0, ,0, ,0,pos,1,,0
navy106771746,APPAREL,5,,"I usually have a hard time finding pants that work well for me from ON, but these are AWESOME!!! I wish they came in more colors! They sit high on the waist, work really well for slim legs/hips.",My new favorite pants...,,0,pos,1,,0,,0,,0
navy121949798,APPAREL,5,X,"I usually buy Levies boot cut low rise and 501 shrink to fit straight leg. But for some reason I couldn't find the old straight leg 501 short anymore. I love boot cut, capris, and skinny jeans etc but need straight leg for things like hiking boots and vans. These remind me of my old 501s. And u can order them in short or petit. It is so hard to find the right measurements even in levies where they carry many measurements. I even asked for straight leg at the gap store and they said they don't carry them. Lately I've been buys ON jeans of several styles and loving all of them. I think I'm switching. Levin is loosing its quality control too.",Thank you,,0,,0,,0,,0,neg,1
navy138377438,APPAREL,4,?X,"If you're a little curvy (but not too much), you'll probably find these jeans pretty comfortable. They are fitted through the leg, as stated, and a little loose at the waist. The rise is kind of weird. I can pull these up to my natural waist and the crotch still feels low. I'll keep them because I got them cheaply. I'm hoping they'll shrink a little in the drier.",Praise Old Navy for vanity sizing,,0,neg,1,pos,1,,0,,0
navy179107963,APPAREL,5,?X,"I currently work for a clothing retailer that offers a similar style Denim, higher price point, slightly better quality. But we only go up to a 36 waistline. Being of a thicker build it's always frustrating finding jeans without a visible brand logo appropriate for me to wear to work. I also love that as a bigger guy-there is a slim leg option that has flex. The flex in this jean feels like a second skin. Will definitely consider buying in multiples next time I purchase.",Best Denim Purchase,,0,pos,1,pos,1,,0,pos,1
navy182540486,APPAREL,5,X,"I bought these a couple weeks ago in black, and they quickly became my favorite pants for work.  So comfortable, lightweight for the humid summer weather, and you can dress them up.  The tall sizes are long enough!  I'm 6'4"", 36"" inseam, and I bought the large so the fit was loose and flow-y.  Are they high quality linen suit pants, no are they still awesome - yes!",fantastic for tall women,pos,1,pos,1, ,0,,0,,0
navy182927296,APPAREL,5,,A great top to dress up or down. My daughter loves it and she hates girly clothes. She says its comfortable. A little big but my daughter is slinder. Great summer top.,So cute and stylish,pos,1,pos,1,,0,pos,1,,0
navy184473239,APPAREL,5,X,"Why go spend tons of money on designer running shorts when these shorts are 1) affordable, 2) durable 3) a perfect fit!  Look no further. I have several pair of ON athletic shorts and they are the best. #OldNavySweepstakes",Best running shorts ever!,,0,pos,1,pos,1,,0,pos,1
navy184684951,APPAREL,3,,"I'm usually a 6 Petite in Rockstar Jeans. Love the Step Hem trend, so bought these is 4 Regular hoping they'd fit. No such luck. They're very stretchy and comfy, but too long for petite. They went just past my ankle. Overall, they were a little big, I probably could've sized down to a 2 with the amount of stretch. They're going back. I'm 5'1"" and 120lbs for reference. wish they made these in Petite!",Cute cut. Need Petite!,,0,neg,1,,0,pos,1, ,1
navy184804150,APPAREL,5,,"Durable, comfortable, fits well. Money well spent.",Comfortable,,0,pos,1,pos,1,,0,pos,1
navy184893202,APPAREL,1,"?X, X","I bought these jeans online and when I received them I noticed some differences from my older jeans. The jeans are longer, regardless of the length measurement. The cut is elongated from the bottom of the zipper to the crotch so, it looks saggy. I can't wear this to work and I'm honestly tired of returning jeans and waiting to get them back. Good luck.",This is a new cut from the older Old Navy jeans,neg,1,neg,1,,0,,0,,0
navy185815196,APPAREL,3,X,"Though the product name and details online call this waterproof, it came with a tag that said it's water resistant. I haven't tested it in any serious rain, but I'm skeptical about it holding up in a downpour. That said, I like the length, it's comfortable, and not bad looking. I'd prefer zip pockets instead of snaps. Other reviewers have said it runs big, but I ordered a size up from my usual ON size to fit a sweater underneath and it fits like my usual size would, so there seems to be some irregularity in sizing.","Tag says ""water resistant""",,0,pos,1,,0,,0,neg,1
